mid_date,start_date,end_date,volume,elevation,alongshore_centroid_m,alongshore_start_m,alongshore_end_m,width,height,vol_unc,month
2017-11-11,2017-10-02,2017-12-21,15.073877539564874,18.126729291694588,1473.1967911574454,1470.714340118691,1478.38920754008,7.674867421388626,10.75,0.018407585782307,11
2017-11-11,2017-10-02,2017-12-21,11.047378407050156,18.79154651105597,1485.1135644619776,1481.4014125382528,1488.6713104262017,7.2698978879489,7.25,0.0203285337881466,11
2018-01-11,2017-12-21,2018-02-01,19.431870117434208,18.887828138633257,1154.4582125071263,1150.2121787313372,1159.969554001931,9.757375270593911,8.25,0.0228849937423422,1
2018-01-11,2017-12-21,2018-02-01,13.055667584633325,20.01264306698816,722.3240493587999,715.8263892242685,728.9453417644836,13.118952540215105,3.75,0.0279521110046882,1
2018-01-11,2017-12-21,2018-02-01,42.75405686333092,11.49967640119328,509.58162355234913,504.5681053581648,515.0563814230263,10.488276064861566,8.5,0.0330988262389239,1
2018-01-11,2017-12-21,2018-02-01,32.99901682763118,6.188348904245883,1250.029850344593,1243.2733710068278,1259.7653909428043,16.492019935976714,6.75,0.0315345843707745,1
2018-02-15,2018-02-01,2018-03-01,13.54996531990762,3.7043206788879415,414.1330879348848,413.4560567466542,415.0158557854593,1.5597990388050675,2.25,0.0258649438701248,2
2018-02-15,2018-02-01,2018-03-01,15.877964490218204,6.010607252863129,762.6636374153716,757.3319946215488,767.1197508373298,9.787756215780972,1.25,0.0082809024945258,2
2018-02-15,2018-02-01,2018-03-01,10.930856810986006,8.747261066724251,761.9031618621398,757.3319946215488,766.7538213720545,9.421826750505716,1.25,0.0109682958882356,2
2018-03-13,2018-03-01,2018-03-26,24.399050856099954,18.45377306993199,166.37003953691513,140.7386981952004,198.67684113280848,57.93814293760806,1.5,0.0135973990979259,3
2018-03-13,2018-03-01,2018-03-26,20.146143930545158,4.3131096495656935,65.41470582954996,18.346320854499936,103.6264299317263,85.28010907722637,4.0,0.0281267902199773,3
2018-03-13,2018-03-01,2018-03-26,17.224084596843355,17.179781454313304,157.35329473499127,139.52388531388715,198.1222766181454,58.59839130425826,1.25,0.010780872143429,3
2018-03-13,2018-03-01,2018-03-26,29.687121330092747,6.323213135118596,46.41155229105355,22.057629615534097,106.67224304331468,84.61461342778057,2.75,0.0230141967096044,3
2018-05-05,2018-03-26,2018-06-15,10.489929037199593,4.050931904761219,1187.940046826197,1182.617022780236,1194.4306353605352,11.813612580299376,2.25,0.0290896474911855,5
2018-05-05,2018-03-26,2018-06-15,12.292198448469,3.801004930446484,414.4521416754442,413.9541871352121,415.264907903038,1.310720767825842,2.25,0.0237635634149617,5
2018-05-05,2018-03-26,2018-06-15,10.834472035719829,7.9037819697997795,156.7776675618965,156.22607104619965,157.54930239915848,1.3232313529588282,1.0,0.0088085398978471,5
2018-07-12,2018-06-15,2018-08-08,22.080604560694447,13.873959813866833,26.195093122160365,25.918528988491744,26.71524733304977,0.7967183445580304,2.0,0.014939775664865,7
2018-07-12,2018-06-15,2018-08-08,14.419594169514369,14.805163686359212,23.391842022447523,22.88057799357921,24.454575306735933,1.573997313156724,3.25,0.0178681999261791,7
2018-07-12,2018-06-15,2018-08-08,15.06177427302588,17.191141339730073,505.93296646509407,503.0742906136438,510.8240059693344,7.749715355690569,3.25,0.0249993419532537,7
2018-08-22,2018-08-08,2018-09-06,13.629381263746902,9.00697594115758,52.92400559155887,17.224506430793554,98.51011370588094,81.28560727508739,0.75,0.0362425906548591,8
2018-08-22,2018-08-08,2018-09-06,22.21358892562875,22.82184323164547,1104.9609819470832,1100.877510975115,1108.8701370521449,7.992626077029854,7.25,0.0485754834992596,8
2018-08-22,2018-08-08,2018-09-06,12.106648660803067,18.991144085750307,1160.4920750604083,1158.4311970593408,1163.056898058392,4.6257009990513325,7.5,0.030672298957905,8
2018-10-22,2018-10-08,2018-11-05,10.439826326357904,15.32073362553729,77.462631931967,20.230239662807435,103.6264299317263,83.39619026891887,4.0,0.0198887068309904,10
2018-10-22,2018-10-08,2018-11-05,55.52429119259226,17.079911655094094,27.94709233757709,23.129116822499785,105.6784746912308,82.54935786873102,5.0,0.0388438740610448,10
2018-10-22,2018-10-08,2018-11-05,51.12551607813055,16.125320159406304,39.2193019899938,17.577073462307453,103.6264299317263,86.04935646941885,8.0,0.0650759613020415,10
2018-10-22,2018-10-08,2018-11-05,10.588641448454371,11.875786443918166,27.211363097301643,26.843698393087838,27.820933796931055,0.977235403843224,1.0,0.0151111430657791,10
2018-10-22,2018-10-08,2018-11-05,60.583744759421336,13.4944823774358,27.025288621205263,25.918528988491744,28.738993019796908,2.820464031305164,3.75,0.0276608101526454,10
2018-10-22,2018-10-08,2018-11-05,11.208251476650684,12.118109568074994,37.67158468295652,22.88057799357921,105.18159051425756,82.30101252067834,1.0,0.020596894862228,10
2018-11-13,2018-11-05,2018-11-21,12.051458070029888,7.921911813017358,158.48765673483464,157.9195034033619,159.24475679779425,1.325253394432366,1.0,0.0154268327904335,11
2018-12-22,2018-12-18,2018-12-26,168.38157426364788,4.219271572012533,1171.0210379503403,1125.9174245526085,1209.1658990266733,83.248474474065,5.0,0.088206895951142,12
2019-01-04,2019-01-02,2019-01-07,51.73517171736091,18.107076133102904,162.71399482905812,140.33381931530312,199.23140555620196,58.89758624089882,2.5,0.0155519539066168,1
2019-01-04,2019-01-02,2019-01-07,13.483947445201204,16.84997397355054,134.73315026242804,133.63007365725937,136.47302194684744,2.8429482895880938,1.5,0.0106557969855873,1
2019-01-13,2019-01-07,2019-01-19,10.459077852397096,4.456171617792914,822.6770531384993,816.7140435893089,829.0942072798498,12.38016369054094,2.5,0.0271018122776617,1
2019-01-13,2019-01-07,2019-01-19,16.39812000796272,18.697147352497613,261.1118096298068,242.9515640656464,272.11419041175395,29.16262634610757,2.25,0.0249876591552208,1
2019-01-13,2019-01-07,2019-01-19,23.135715722959564,3.750038640728381,1314.0588433589185,1295.7208041911945,1334.684526000172,38.96372180897743,2.25,0.0267765510249144,1
2019-01-13,2019-01-07,2019-01-19,11.97553251014074,4.464769288986839,1241.8309133320226,1234.1592907621523,1248.9438945073634,14.784603745210916,3.75,0.0251620513653559,1
2019-01-13,2019-01-07,2019-01-19,18.614234474799968,4.61638639551752,1060.774720791285,1052.329343494028,1069.2550313076936,16.925687813665718,3.25,0.0288579874356515,1
2019-01-13,2019-01-07,2019-01-19,91.74969354847252,3.8178261143023016,1102.1289033947526,1070.2645808574744,1135.449266992975,65.18468613550067,4.5,0.0591957771969586,1
