mid_date,start_date,end_date,volume,elevation,alongshore_centroid_m,alongshore_start_m,alongshore_end_m,width,height,vol_unc,month
2017-12-02,2017-10-04,2018-01-31,2.930118612671376,3.11610149879913,451.53586426934993,450.1271901666187,453.0958220777102,2.9686319110915065,1.0,0.0480663933682153,12
2017-12-02,2017-10-04,2018-01-31,2.2096970289454205,4.9945233807871645,536.7026171558628,535.2141345469281,538.1180748073384,2.903940260410309,2.5,0.053380272322822,12
2017-12-02,2017-10-04,2018-01-31,2.5049007124705756,8.988958877421029,528.9227873004734,464.7174701765179,534.2903633457609,69.57289316924289,3.75,0.0538254915860967,12
2017-12-02,2017-10-04,2018-01-31,3.4879022913440947,8.57718666645727,1142.862531916421,1142.6206792695448,1143.3165894933045,0.6959102237597108,1.5,0.1443244924268314,12
2017-12-02,2017-10-04,2018-01-31,3.318664356438861,10.386402765490455,1154.8901451294134,1152.7413506670855,1156.2838031733409,3.5424525062553585,2.5,0.0556518958272815,12
2017-12-02,2017-10-04,2018-01-31,26.542398557615396,17.247601112574703,1252.4265651727187,1247.0800157925114,1257.12781599164,10.047800199128687,9.75,0.174135985250814,12
2017-12-02,2017-10-04,2018-01-31,2.365663405985505,8.18859672961929,1234.4698678125562,1233.6701801805757,1235.2988854632713,1.6287052826955914,1.75,0.053016075438888,12
2017-12-02,2017-10-04,2018-01-31,3.2208454157719584,12.648474031835793,1161.2858244324411,1159.958043138031,1162.766034876462,2.8079917384311557,3.5,0.061345182908705,12
2017-12-02,2017-10-04,2018-01-31,2.0027695879654215,10.285928740631723,1158.3827779027715,1158.115214833524,1158.8110759579577,0.6958611244335771,0.75,0.0384254450794684,12
2017-12-02,2017-10-04,2018-01-31,5.395234807625764,9.53418554364286,1157.5601679319443,1156.486670178827,1159.0436870655976,2.5570168867707253,2.0,0.1075760473520811,12
2017-12-02,2017-10-04,2018-01-31,2.3872398212275208,10.201579980864278,521.0291431140596,519.2104863720015,522.8678229632787,3.657336591277271,2.0,0.0607112734357613,12
2017-12-02,2017-10-04,2018-01-31,8.354163546674283,4.125703878982425,1116.152624539578,1110.7194775021635,1120.38974600425,9.6702685020864,2.0,0.1604332467548222,12
2017-12-02,2017-10-04,2018-01-31,8.481554645732691,3.9690054987652017,918.0463102176826,910.3814791138284,926.6592048760504,16.277725762221962,1.5,0.1023854598857659,12
2017-12-02,2017-10-04,2018-01-31,5.734007048846174,3.918641855375686,873.211941634985,865.7191771729849,881.1061047748663,15.386927601881323,1.5,0.0755677499928118,12
2017-12-02,2017-10-04,2018-01-31,5.544300574237966,5.445737208271388,720.1586011960219,695.9662732742727,754.7123767705634,58.74610349629074,5.0,0.1190808402977303,12
2017-12-02,2017-10-04,2018-01-31,2.003329349375487,5.160386313898469,719.245043889787,695.2145055895671,751.9068608740345,56.69235528446734,1.25,0.0496264496400881,12
2017-12-02,2017-10-04,2018-01-31,2.781932331101172,9.576059322648671,114.9965641452305,114.76595089305192,115.42696897406132,0.661018081009388,1.0,0.0130914371022378,12
2017-12-02,2017-10-04,2018-01-31,38.46122436017011,8.077100735447969,113.163148061694,112.36921115079896,114.56473975162952,2.1955286008305848,2.0,0.0441568186935686,12
2017-12-02,2017-10-04,2018-01-31,21.695018755789988,4.0931638847939915,1186.5008511629944,1172.8727241610177,1198.07753319107,25.20480903005227,2.25,0.2356028374818275,12
2017-12-02,2017-10-04,2018-01-31,43.822425697127784,5.051866265903453,1307.1023629352762,1293.3153336695395,1320.9579147985205,27.642581128980964,4.5,0.2014532466570958,12
2017-12-02,2017-10-04,2018-01-31,3.620671839575302,9.278614899275066,114.29479058254144,113.04072335036471,115.42696897406132,2.386245623696595,2.0,0.0708083012515672,12
2017-12-02,2017-10-04,2018-01-31,6.980379311805889,4.470940716135543,1253.801395243235,1251.053379209712,1255.9594302927144,4.9060510830022395,2.0,0.1984579446638545,12
2018-04-25,2018-03-28,2018-05-23,4.341868255792858,9.024306265203055,1859.4467408575376,1858.6301161521112,1860.615433706902,1.9853175547905264,0.75,0.0446795170032848,4
2018-04-25,2018-03-28,2018-05-23,2.8568846030162676,10.275727141842095,1849.339518940786,1843.5423180041837,1854.0132096088491,10.470891604665669,2.0,0.0463904484587445,4
2018-04-25,2018-03-28,2018-05-23,2.892982237128827,3.185325404214075,261.5434401207791,252.5929688983597,308.62716979999095,56.034200901631266,1.0,0.0624421451603592,4
